source,target,weight
LAO,VNM,722769.1147000003
LAO,THA,2363288.07811
LAO,CHN,1239830.9160000002
POL,SGP,241650.21600000004
POL,USA,6138216.395999998
POL,FIN,1735636.4159999995
POL,IND,736162.6080000002
POL,ESP,6074261.926
POL,HUN,5800798.030999998
POL,PRT,954512.1549999996
POL,GRC,878322.9349999998
POL,DZA,360362.451
POL,SVN,863497.3469999994
POL,TUR,3271239.1150000007
POL,VNM,276454.738
POL,LVA,1399804.3330000003
POL,CAN,1294766.5609999998
POL,THA,265411.63999999984
POL,DEU,60209643.52299999
POL,ARE,549554.9039999999
POL,AUS,714152.2529999998
POL,CHE,2174679.0930000003
POL,EST,1234451.859000001
POL,AUT,4225042.247
POL,LTU,3041075.729
POL,CZE,14051780.541000005
POL,FRA,12342547.879000008
POL,UKR,4609849.198000002
POL,BHS,304914.9150000001
POL,BIH,274034.25800000003
POL,HRV,769487.2580000001
POL,SVK,5471194.500999999
POL,BLR,1481965.6550000007
POL,ISR,607360.0650000001
POL,ZAF,639678.6510000001
POL,MDA,195229.62300000005
POL,ITA,10856011.128
POL,LUX,349470.216
POL,BGR,1084813.839
POL,CHN,2304750.878000001
POL,KAZ,477731.5429999999
POL,BRA,409039.674
POL,MEX,675489.5250000001
POL,EGY,276320.14999999985
POL,SWE,6038310.277000001
POL,IRL,876218.024
POL,BEL,4798334.16
POL,DNK,3942256.9900000007
POL,JPN,557799.4570000002
POL,RUS,6945277.890999998
POL,MAR,255576.10600000003
POL,GBR,14071232.307999998
POL,KOR,544003.4480000001
POL,SAU,653852.912
POL,NLD,9585823.217999998
POL,NOR,2648669.177
SGP,POL,267007.6908203855
SGP,USA,23951289.02267456
SGP,LKA,1805378.111104614
SGP,IND,10728854.022171749
SGP,ESP,297506.1360904778
SGP,HUN,265404.0679638533
SGP,TUR,480464.9550171242
SGP,VNM,12185866.11613664
SGP,CAN,728959.9759552852
SGP,THA,14519912.712142607
SGP,DEU,5971332.184739887
SGP,ARE,3542276.409177467
SGP,AUS,9856239.875934036
SGP,CHE,2354471.9988130825
SGP,CZE,477683.7529462157
SGP,FRA,3639467.887103034
SGP,MMR,2499351.394356389
SGP,PNG,452250.4592966464
SGP,PAN,1440186.973993329
SGP,KHM,2979915.129035346
SGP,MYS,39243623.49509273
SGP,ISR,655070.5269079476
SGP,QAT,417527.26720443706
SGP,NGA,222374.25223900372
SGP,ZAF,407961.8906852607
SGP,ITA,572622.917311363
SGP,PAK,955295.4707812748
SGP,CHN,53528357.02201871
SGP,BGD,2821047.947910454
SGP,BRA,1188447.146399607
SGP,MEX,1279248.582119194
SGP,EGY,402948.6112155432
SGP,NZL,1789785.8836821187
SGP,SWE,187279.47751577376
SGP,PHL,7187489.28610254
SGP,IRL,226652.6352897645
SGP,MDV,235092.80410840732
SGP,FJI,285593.8866552298
SGP,KWT,207924.35508851372
SGP,BEL,4901822.052301413
SGP,JPN,16495754.175848974
SGP,RUS,648004.9987138526
SGP,GBR,2490640.5983128794
SGP,KOR,16475075.999676296
SGP,BRN,733494.2408884065
SGP,SAU,776180.0244715187
SGP,NLD,7733303.7480338
SGP,IDN,27451536.71580586
USA,POL,3372243.1189999995
USA,SGP,23936719.46600001
USA,BEN,246748.846
USA,FIN,1371394.644
USA,GUY,325549.096
USA,LKA,321603.1160000001
USA,AGO,732158.0179999999
USA,GTM,6271122.899000002
USA,IND,23625695.41399999
USA,SEN,195197.8590000001
USA,ESP,9714147.159
USA,HUN,1726712.8880000005
USA,IRQ,1038649.054
USA,PRT,893711.524
USA,HTI,931158.884
